Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,OriginAirportName,OriginCity,OriginState,DestAirportID,DestAirportName,DestCity,DestState,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,6,12,3,WN,14122,Pittsburgh International,Pittsburgh,PA,13204,Orlando International,Orlando,FL,1730,39,1,1945,32,1,0
2013,8,9,5,MQ,13198,Kansas City International,Kansas City,MO,13930,Chicago O'Hare International,Chicago,IL,1745,-2,0,1910,4,0,0
2013,6,15,6,EV,11618,Newark Liberty International,Newark,NJ,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1700,-5,0,1932,-34,0,0
2013,8,16,5,AA,12478,John F. Kennedy International,New York,NY,15304,Tampa International,Tampa,FL,1455,-3,0,1800,8,0,0
2013,8,9,5,WN,13891,Ontario International,Ontario,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1650,-1,0,1800,-7,0,0
2013,7,3,3,MQ,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,13930,Chicago O'Hare International,Chicago,IL,1810,-1,0,1925,-20,0,0
2013,6,1,6,WN,13204,Orlando International,Orlando,FL,10529,Bradley International,Hartford,CT,1800,-3,0,2045,-8,0,0
2013,6,8,6,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,11433,Detroit Metro Wayne County,Detroit,MI,1705,28,1,2350,34,1,0
2013,9,7,6,B6,14679,San Diego International,San Diego,CA,12478,John F. Kennedy International,New York,NY,1232,-6,0,2100,63,1,0
2013,9,18,3,UA,11292,Denver International,Denver,CO,13930,Chicago O'Hare International,Chicago,IL,1555,154,1,1916,165,1,0
2013,6,17,1,AS,14747,Seattle/Tacoma International,Seattle,WA,15376,Tucson International,Tucson,AZ,955,0,0,1248,-4,0,0
2013,7,6,6,AA,13303,Miami International,Miami,FL,14843,Luis Munoz Marin International,San Juan,PR,705,10,0,940,8,0,0
2013,9,1,7,HA,13830,Kahului Airport,Kahului,HI,12173,Honolulu International,Honolulu,HI,1400,-7,0,1434,-3,0,0
2013,4,13,6,UA,11618,Newark Liberty International,Newark,NJ,13204,Orlando International,Orlando,FL,1143,-7,0,1427,-6,0,0
2013,7,5,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1302,1,0,1719,-32,0,0
2013,6,17,1,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,13891,Ontario International,Ontario,CA,1700,44,1,1807,39,1,0
2013,8,16,5,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1005,20,1,1110,15,1,0
2013,7,7,7,9E,10423,Austin - Bergstrom International,Austin,TX,11433,Detroit Metro Wayne County,Detroit,MI,715,38,1,1116,32,1,0
2013,9,14,6,UA,13495,Louis Armstrong New Orleans International,New Orleans,LA,11292,Denver International,Denver,CO,826,-4,0,1018,1,0,0
2013,6,16,7,AA,10423,Austin - Bergstrom International,Austin,TX,12892,Los Angeles International,Los Angeles,CA,720,-8,0,820,9,0,0
2013,5,29,3,EV,11618,Newark Liberty International,Newark,NJ,14492,Raleigh-Durham International,Raleigh/Durham,NC,1145,27,1,1322,8,0,0
2013,8,4,7,EV,12339,Indianapolis International,Indianapolis,IN,13487,Minneapolis-St Paul International,Minneapolis,MN,1735,-4,0,1823,1,0,0
2013,10,20,7,WN,12191,William P Hobby,Houston,TX,10693,Nashville International,Nashville,TN,1650,8,0,1840,0,0,0
2013,7,23,2,EV,11057,Charlotte Douglas International,Charlotte,NC,13930,Chicago O'Hare International,Chicago,IL,610,-5,0,717,-14,0,0
2013,9,26,4,YV,13830,Kahului Airport,Kahului,HI,12173,Honolulu International,Honolulu,HI,745,-12,0,817,-5,0,0
2013,9,13,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14771,San Francisco International,San Francisco,CA,1127,63,1,1344,45,1,0
2013,4,28,7,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14492,Raleigh-Durham International,Raleigh/Durham,NC,1740,10,0,2115,9,0,0
2013,5,23,4,AS,14747,Seattle/Tacoma International,Seattle,WA,14679,San Diego International,San Diego,CA,1435,-6,0,1709,-6,0,0
2013,9,24,2,DL,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,1500,-4,0,1800,-20,0,0
2013,10,27,7,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,14679,San Diego International,San Diego,CA,1015,-3,0,1135,-8,0,0
2013,6,14,5,WN,15016,Lambert-St. Louis International,St. Louis,MO,13342,General Mitchell International,Milwaukee,WI,1725,50,1,1830,43,1,0
2013,10,23,3,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,2159,0,0,2351,0,0,0
2013,10,1,2,AA,13930,Chicago O'Hare International,Chicago,IL,11278,Ronald Reagan Washington National,Washington,DC,820,-5,0,1110,9,0,0
2013,8,2,5,OO,14679,San Diego International,San Diego,CA,12892,Los Angeles International,Los Angeles,CA,615,-3,0,706,10,0,0
2013,5,7,2,WN,13232,Chicago Midway International,Chicago,IL,12892,Los Angeles International,Los Angeles,CA,1305,5,0,1535,-7,0,0
2013,9,6,5,MQ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,12191,William P Hobby,Houston,TX,805,-3,0,910,1,0,0
2013,8,11,7,AS,14747,Seattle/Tacoma International,Seattle,WA,12173,Honolulu International,Honolulu,HI,1950,13,0,2240,13,0,0
2013,7,19,5,FL,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1710,10,0,1859,1,0,0
2013,7,25,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,950,-7,0,1148,27,1,0
2013,10,17,4,US,14122,Pittsburgh International,Pittsburgh,PA,11057,Charlotte Douglas International,Charlotte,NC,1535,-4,0,1704,2,0,0
2013,7,18,4,MQ,13930,Chicago O'Hare International,Chicago,IL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1020,11,0,1305,12,0,0
2013,5,10,5,WN,12889,McCarran International,Las Vegas,NV,10800,Bob Hope,Burbank,CA,1845,-2,0,1950,-6,0,0
2013,8,18,7,OO,14831,Norman Y. Mineta San Jose International,San Jose,CA,14869,Salt Lake City International,Salt Lake City,UT,1630,-5,0,1918,-3,0,0
2013,4,5,5,WN,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12889,McCarran International,Las Vegas,NV,1130,1,0,1300,-9,0,0
2013,8,16,5,US,11057,Charlotte Douglas International,Charlotte,NC,12953,LaGuardia,New York,NY,1430,6,0,1618,-2,0,0
2013,10,7,1,DL,12953,LaGuardia,New York,NY,13495,Louis Armstrong New Orleans International,New Orleans,LA,1900,76,1,2127,55,1,0
2013,8,30,5,B6,12478,John F. Kennedy International,New York,NY,10792,Buffalo Niagara International,Buffalo,NY,1838,15,1,2017,-17,0,0
2013,6,8,6,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14843,Luis Munoz Marin International,San Juan,PR,2359,2,0,539,-29,0,0
2013,7,21,7,UA,11618,Newark Liberty International,Newark,NJ,13930,Chicago O'Hare International,Chicago,IL,1904,27,1,2056,12,0,0
2013,8,25,7,UA,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,2254,1,0,29,-17,0,0
2013,7,6,6,WN,12889,McCarran International,Las Vegas,NV,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1555,8,0,2320,5,0,0
2013,7,12,5,DL,14893,Sacramento International,Sacramento,CA,14869,Salt Lake City International,Salt Lake City,UT,630,8,0,900,1,0,0
2013,5,31,5,B6,14843,Luis Munoz Marin International,San Juan,PR,10721,Logan International,Boston,MA,1832,-1,0,2235,-19,0,0
2013,7,13,6,AA,11278,Ronald Reagan Washington National,Washington,DC,13303,Miami International,Miami,FL,1510,20,1,1800,-3,0,0
2013,6,3,1,WN,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,11292,Denver International,Denver,CO,855,-3,0,1105,5,0,0
2013,8,6,2,OO,13930,Chicago O'Hare International,Chicago,IL,13244,Memphis International,Memphis,TN,1120,29,1,1302,26,1,0
2013,9,13,5,DL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,13204,Orlando International,Orlando,FL,1600,-4,0,1805,-18,0,0
2013,10,24,4,AA,14057,Portland International,Portland,OR,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,545,-6,0,1125,9,0,0
2013,9,9,1,AA,13303,Miami International,Miami,FL,13930,Chicago O'Hare International,Chicago,IL,1025,7,0,1235,3,0,0
2013,9,16,1,US,13342,General Mitchell International,Milwaukee,WI,14107,Phoenix Sky Harbor International,Phoenix,AZ,715,0,0,907,14,0,0
2013,7,5,5,WN,13931,Norfolk International,Norfolk,VA,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,750,-5,0,900,-27,0,0
2013,5,24,5,9E,12478,John F. Kennedy International,New York,NY,11433,Detroit Metro Wayne County,Detroit,MI,1815,46,1,2039,39,1,0
2013,8,16,5,DL,11057,Charlotte Douglas International,Charlotte,NC,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1400,50,1,1517,64,1,0
2013,9,19,4,UA,10721,Logan International,Boston,MA,14771,San Francisco International,San Francisco,CA,1113,-5,0,1448,-13,0,0
2013,7,25,4,AA,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,1225,24,1,1529,21,1,0
2013,6,30,7,WN,11292,Denver International,Denver,CO,13871,Eppley Airfield,Omaha,NE,1905,31,1,2130,35,1,0
2013,7,11,4,DL,14908,John Wayne Airport-Orange County,Santa Ana,CA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1210,1,0,1928,-6,0,0
2013,4,11,4,B6,10721,Logan International,Boston,MA,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,1122,-7,0,1427,-5,0,0
2013,10,8,2,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,10529,Bradley International,Hartford,CT,620,-2,0,730,-7,0,0
2013,9,24,2,F9,14771,San Francisco International,San Francisco,CA,11292,Denver International,Denver,CO,1315,4,0,1644,5,0,0
2013,9,22,7,AA,10299,Ted Stevens Anchorage International,Anchorage,AK,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,2055,-2,0,605,-6,0,0
2013,4,14,7,US,11057,Charlotte Douglas International,Charlotte,NC,12953,LaGuardia,New York,NY,1849,-4,0,2037,16,1,0
2013,4,21,7,FL,13198,Kansas City International,Kansas City,MO,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,630,0,0,925,4,0,0
2013,10,13,7,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14683,San Antonio International,San Antonio,TX,1503,11,0,1631,20,1,0
2013,9,4,3,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13851,Will Rogers World,Oklahoma City,OK,1333,-4,0,1448,-22,0,0
2013,10,31,4,WN,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,12191,William P Hobby,Houston,TX,1840,9,0,2025,3,0,0
2013,10,2,3,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14908,John Wayne Airport-Orange County,Santa Ana,CA,1445,0,0,1555,-2,0,0
2013,9,27,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,12889,McCarran International,Las Vegas,NV,1432,95,1,1549,78,1,0
2013,9,13,5,MQ,13930,Chicago O'Hare International,Chicago,IL,11433,Detroit Metro Wayne County,Detroit,MI,915,-2,0,1130,-4,0,0
2013,9,14,6,OO,13891,Ontario International,Ontario,CA,14771,San Francisco International,San Francisco,CA,518,-8,0,645,-4,0,0
2013,5,4,6,WN,10721,Logan International,Boston,MA,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,835,-4,0,1010,-22,0,0
2013,8,1,4,US,14771,San Francisco International,San Francisco,CA,11057,Charlotte Douglas International,Charlotte,NC,1300,-5,0,2104,-9,0,0
2013,8,28,3,US,11057,Charlotte Douglas International,Charlotte,NC,14122,Pittsburgh International,Pittsburgh,PA,1445,-3,0,1608,-5,0,0
2013,4,22,1,FL,12339,Indianapolis International,Indianapolis,IN,13204,Orlando International,Orlando,FL,1347,12,0,1558,8,0,0
2013,6,5,3,YV,11057,Charlotte Douglas International,Charlotte,NC,10423,Austin - Bergstrom International,Austin,TX,921,13,0,1100,29,1,0
2013,10,6,7,UA,12478,John F. Kennedy International,New York,NY,12892,Los Angeles International,Los Angeles,CA,1115,-8,0,1415,-26,0,0
2013,9,9,1,9E,14635,Southwest Florida International,Fort Myers,FL,12953,LaGuardia,New York,NY,1206,-2,0,1505,-11,0,0
2013,7,20,6,UA,11292,Denver International,Denver,CO,14908,John Wayne Airport-Orange County,Santa Ana,CA,1857,26,1,2022,15,1,0
2013,6,14,5,AA,14635,Southwest Florida International,Fort Myers,FL,13930,Chicago O'Hare International,Chicago,IL,1400,-7,0,1605,-6,0,0
2013,7,14,7,WN,10721,Logan International,Boston,MA,15016,Lambert-St. Louis International,St. Louis,MO,1410,6,0,1610,-12,0,0
2013,4,23,2,AA,13930,Chicago O'Hare International,Chicago,IL,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1730,9,0,2005,27,1,0
2013,8,28,3,UA,14057,Portland International,Portland,OR,14771,San Francisco International,San Francisco,CA,1318,-3,0,1505,1,0,0
2013,8,28,3,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14524,Richmond International,Richmond,VA,2210,20,1,2346,10,0,0
2013,8,18,7,WN,11292,Denver International,Denver,CO,10721,Logan International,Boston,MA,1710,61,1,2300,59,1,0
2013,6,30,7,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,13204,Orlando International,Orlando,FL,2200,100,1,511,122,1,0
2013,7,28,7,UA,14057,Portland International,Portland,OR,12264,Washington Dulles International,Washington,DC,752,-4,0,1549,-35,0,0
2013,9,2,1,UA,12266,George Bush Intercontinental/Houston,Houston,TX,13930,Chicago O'Hare International,Chicago,IL,1636,-1,0,1920,-11,0,0
2013,8,2,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12953,LaGuardia,New York,NY,1145,0,0,1401,4,0,0
2013,5,10,5,WN,12892,Los Angeles International,Los Angeles,CA,12191,William P Hobby,Houston,TX,800,60,1,1310,80,1,0
2013,7,12,5,DL,11433,Detroit Metro Wayne County,Detroit,MI,12892,Los Angeles International,Los Angeles,CA,1205,-6,0,1353,-19,0,0
2013,7,28,7,UA,11618,Newark Liberty International,Newark,NJ,14635,Southwest Florida International,Fort Myers,FL,711,-6,0,1016,-15,0,0
2013,6,18,2,DL,13495,Louis Armstrong New Orleans International,New Orleans,LA,12892,Los Angeles International,Los Angeles,CA,1605,4,0,1803,6,0,0
2013,9,25,3,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,13830,Kahului Airport,Kahului,HI,1040,-8,0,1412,-9,0,0
2013,10,14,1,EV,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12266,George Bush Intercontinental/Houston,Houston,TX,1908,73,1,2023,76,1,0
2013,6,22,6,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,13204,Orlando International,Orlando,FL,1035,0,0,1250,-2,0,0
2013,7,31,3,AA,12892,Los Angeles International,Los Angeles,CA,10423,Austin - Bergstrom International,Austin,TX,1330,-2,0,1830,8,0,0
2013,5,19,7,WN,13891,Ontario International,Ontario,CA,12889,McCarran International,Las Vegas,NV,2140,-2,0,2235,-11,0,0
2013,8,10,6,FL,13204,Orlando International,Orlando,FL,14100,Philadelphia International,Philadelphia,PA,750,-2,0,1015,-17,0,0
2013,7,28,7,EV,12451,Jacksonville International,Jacksonville,FL,13930,Chicago O'Hare International,Chicago,IL,1021,5,0,1155,-8,0,0
2013,8,3,6,UA,14057,Portland International,Portland,OR,12266,George Bush Intercontinental/Houston,Houston,TX,1208,4,0,1822,-2,0,0
2013,10,29,2,DL,10423,Austin - Bergstrom International,Austin,TX,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1318,-3,0,1625,-20,0,0
2013,4,12,5,US,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,1210,-6,0,1245,-2,0,0
2013,10,31,4,WN,13232,Chicago Midway International,Chicago,IL,14893,Sacramento International,Sacramento,CA,910,13,0,1140,-6,0,0
2013,7,19,5,MQ,12266,George Bush Intercontinental/Houston,Houston,TX,12892,Los Angeles International,Los Angeles,CA,810,-8,0,925,-18,0,0
2013,9,20,5,US,14100,Philadelphia International,Philadelphia,PA,14683,San Antonio International,San Antonio,TX,1800,-6,0,2103,-16,0,0
2013,7,2,2,OO,14771,San Francisco International,San Francisco,CA,13198,Kansas City International,Kansas City,MO,1029,-3,0,1600,13,0,0
2013,8,13,2,WN,14492,Raleigh-Durham International,Raleigh/Durham,NC,10693,Nashville International,Nashville,TN,1820,35,1,1845,42,1,0
2013,7,2,2,F9,11292,Denver International,Denver,CO,13198,Kansas City International,Kansas City,MO,1525,-3,0,1757,5,0,0
2013,8,14,3,9E,12478,John F. Kennedy International,New York,NY,14122,Pittsburgh International,Pittsburgh,PA,805,-2,0,950,-10,0,0
2013,8,14,3,WN,10693,Nashville International,Nashville,TN,15016,Lambert-St. Louis International,St. Louis,MO,1545,56,1,1650,51,1,0
2013,10,26,6,B6,10721,Logan International,Boston,MA,10792,Buffalo Niagara International,Buffalo,NY,1641,-1,0,1809,1,0,0
2013,8,3,6,UA,12266,George Bush Intercontinental/Houston,Houston,TX,13495,Louis Armstrong New Orleans International,New Orleans,LA,1750,-1,0,1906,-19,0,0
2013,6,20,4,WN,14908,John Wayne Airport-Orange County,Santa Ana,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1025,3,0,1140,-12,0,0
2013,8,22,4,OO,12892,Los Angeles International,Los Angeles,CA,13796,Metropolitan Oakland International,Oakland,CA,903,-3,0,1029,-4,0,0
2013,4,7,7,UA,12889,McCarran International,Las Vegas,NV,14771,San Francisco International,San Francisco,CA,1130,10,0,1318,-5,0,0
2013,7,2,2,FL,13204,Orlando International,Orlando,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1105,1,0,1230,-5,0,0
2013,6,10,1,WN,14747,Seattle/Tacoma International,Seattle,WA,10140,Albuquerque International Sunport,Albuquerque,NM,910,1,0,1305,-2,0,0
2013,7,6,6,US,14747,Seattle/Tacoma International,Seattle,WA,14100,Philadelphia International,Philadelphia,PA,1115,1,0,1920,8,0,0
2013,6,22,6,EV,11618,Newark Liberty International,Newark,NJ,15016,Lambert-St. Louis International,St. Louis,MO,1520,-5,0,1700,-3,0,0
2013,6,3,1,WN,14107,Phoenix Sky Harbor International,Phoenix,AZ,13796,Metropolitan Oakland International,Oakland,CA,600,-1,0,755,-3,0,0
2013,4,21,7,UA,11618,Newark Liberty International,Newark,NJ,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,930,6,0,1242,8,0,0
2013,5,17,5,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,750,-1,0,1015,0,0,0
2013,8,21,3,B6,14635,Southwest Florida International,Fort Myers,FL,11618,Newark Liberty International,Newark,NJ,1150,-11,0,1443,-24,0,0
2013,6,5,3,AS,14747,Seattle/Tacoma International,Seattle,WA,10299,Ted Stevens Anchorage International,Anchorage,AK,1000,1,0,1225,14,0,0
2013,8,29,4,EV,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13871,Eppley Airfield,Omaha,NE,1105,19,1,1228,-1,0,0
2013,6,7,5,9E,11278,Ronald Reagan Washington National,Washington,DC,12478,John F. Kennedy International,New York,NY,642,-2,0,800,-15,0,0
2013,9,13,5,WN,12191,William P Hobby,Houston,TX,12339,Indianapolis International,Indianapolis,IN,1930,23,1,2245,17,1,0
2013,4,21,7,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,13487,Minneapolis-St Paul International,Minneapolis,MN,1210,-3,0,1709,-1,0,0
2013,4,1,1,EV,11042,Cleveland-Hopkins International,Cleveland,OH,14730,Louisville International-Standiford Field,Louisville,KY,841,-8,0,957,-13,0,0
2013,6,30,7,DL,14869,Salt Lake City International,Salt Lake City,UT,14057,Portland International,Portland,OR,1127,0,0,1217,-6,0,0
2013,7,1,1,WN,10529,Bradley International,Hartford,CT,13204,Orlando International,Orlando,FL,1645,173,1,1935,176,1,0
2013,9,26,4,WN,15016,Lambert-St. Louis International,St. Louis,MO,13232,Chicago Midway International,Chicago,IL,1340,16,1,1440,8,0,0
2013,10,9,3,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,11292,Denver International,Denver,CO,845,0,0,1135,-16,0,0
2013,9,6,5,WN,13232,Chicago Midway International,Chicago,IL,10792,Buffalo Niagara International,Buffalo,NY,2105,5,0,2325,1,0,0
2013,4,25,4,WN,11259,Dallas Love Field,Dallas,TX,13198,Kansas City International,Kansas City,MO,2155,7,0,2320,10,0,0
2013,7,3,3,DL,15304,Tampa International,Tampa,FL,12953,LaGuardia,New York,NY,1850,85,1,2138,84,1,0
2013,9,27,5,AA,10423,Austin - Bergstrom International,Austin,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1840,-2,0,1950,-2,0,0
2013,4,25,4,WN,13204,Orlando International,Orlando,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1950,15,1,2205,1,0,0
2013,8,1,4,AA,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,605,136,1,900,132,1,0
2013,9,16,1,WN,10792,Buffalo Niagara International,Buffalo,NY,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,1640,-4,0,1750,-15,0,0
2013,10,19,6,WN,12191,William P Hobby,Houston,TX,12892,Los Angeles International,Los Angeles,CA,1010,-1,0,1145,-10,0,0
2013,6,21,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1510,32,1,1631,18,1,0
2013,4,13,6,AA,12892,Los Angeles International,Los Angeles,CA,12264,Washington Dulles International,Washington,DC,920,7,0,1715,-12,0,0
2013,8,28,3,9E,11618,Newark Liberty International,Newark,NJ,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,1328,-3,0,1530,42,1,0
2013,7,1,1,WN,15016,Lambert-St. Louis International,St. Louis,MO,12191,William P Hobby,Houston,TX,1850,27,1,2100,5,0,0
2013,9,12,4,OO,10800,Bob Hope,Burbank,CA,11292,Denver International,Denver,CO,700,-6,0,1026,15,1,0
2013,4,30,2,EV,14492,Raleigh-Durham International,Raleigh/Durham,NC,13244,Memphis International,Memphis,TN,1153,2,0,1300,-14,0,0
2013,4,29,1,MQ,12451,Jacksonville International,Jacksonville,FL,13303,Miami International,Miami,FL,600,-10,0,720,-11,0,0
2013,9,23,1,WN,13495,Louis Armstrong New Orleans International,New Orleans,LA,11259,Dallas Love Field,Dallas,TX,1950,19,1,2110,24,1,0
2013,10,22,2,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13303,Miami International,Miami,FL,1730,-3,0,1928,-16,0,0
2013,4,24,3,WN,12889,McCarran International,Las Vegas,NV,14057,Portland International,Portland,OR,910,-2,0,1130,-12,0,0
2013,8,30,5,WN,13232,Chicago Midway International,Chicago,IL,10529,Bradley International,Hartford,CT,930,1,0,1230,-8,0,0
2013,5,17,5,UA,12266,George Bush Intercontinental/Houston,Houston,TX,13495,Louis Armstrong New Orleans International,New Orleans,LA,1905,24,1,2014,16,1,0
2013,4,30,2,US,10721,Logan International,Boston,MA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1625,-3,0,1912,-30,0,0
2013,8,19,1,AA,12889,McCarran International,Las Vegas,NV,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1050,-2,0,1535,-10,0,0
2013,8,19,1,UA,13930,Chicago O'Hare International,Chicago,IL,12266,George Bush Intercontinental/Houston,Houston,TX,1931,11,0,2200,7,0,0
2013,7,25,4,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,12892,Los Angeles International,Los Angeles,CA,700,-3,0,815,-5,0,0
2013,8,27,2,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,13204,Orlando International,Orlando,FL,1655,0,0,2025,-3,0,0
2013,10,25,5,OO,14869,Salt Lake City International,Salt Lake City,UT,14908,John Wayne Airport-Orange County,Santa Ana,CA,2025,-4,0,2122,-10,0,0
2013,7,13,6,AA,13930,Chicago O'Hare International,Chicago,IL,14908,John Wayne Airport-Orange County,Santa Ana,CA,1925,5,0,2140,1,0,0
2013,9,14,6,EV,12266,George Bush Intercontinental/Houston,Houston,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1130,5,0,1242,6,0,0
2013,7,15,1,UA,14908,John Wayne Airport-Orange County,Santa Ana,CA,12266,George Bush Intercontinental/Houston,Houston,TX,1237,-8,0,1805,-17,0,0
2013,7,30,2,DL,15304,Tampa International,Tampa,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,625,2,0,753,3,0,0
2013,5,25,6,9E,11433,Detroit Metro Wayne County,Detroit,MI,13930,Chicago O'Hare International,Chicago,IL,1016,-1,0,1043,-7,0,0
2013,4,28,7,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,1443,-3,0,1534,-11,0,0
2013,5,19,7,9E,13487,Minneapolis-St Paul International,Minneapolis,MN,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,715,-5,0,954,-11,0,0
2013,9,9,1,MQ,11057,Charlotte Douglas International,Charlotte,NC,13303,Miami International,Miami,FL,940,-5,0,1155,-18,0,0
2013,8,18,7,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14683,San Antonio International,San Antonio,TX,1105,3,0,1210,-6,0,0
2013,8,18,7,AS,14747,Seattle/Tacoma International,Seattle,WA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1400,2,0,1648,4,0,0
2013,8,14,3,WN,12889,McCarran International,Las Vegas,NV,13232,Chicago Midway International,Chicago,IL,1440,25,1,2015,-2,0,0
2013,8,22,4,MQ,11042,Cleveland-Hopkins International,Cleveland,OH,13930,Chicago O'Hare International,Chicago,IL,1605,0,,1630,0,1,1
2013,5,2,4,US,14100,Philadelphia International,Philadelphia,PA,11433,Detroit Metro Wayne County,Detroit,MI,915,-4,0,1053,2,0,0
2013,10,16,3,B6,11618,Newark Liberty International,Newark,NJ,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1830,-5,0,2140,47,1,0
2013,8,16,5,B6,12954,Long Beach Airport,Long Beach,CA,13796,Metropolitan Oakland International,Oakland,CA,1530,-1,0,1643,-6,0,0
2013,7,6,6,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14635,Southwest Florida International,Fort Myers,FL,1100,-4,0,1245,-9,0,0
2013,8,1,4,US,11057,Charlotte Douglas International,Charlotte,NC,14107,Phoenix Sky Harbor International,Phoenix,AZ,740,1,0,908,2,0,0
2013,5,6,1,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,14869,Salt Lake City International,Salt Lake City,UT,900,-3,0,1048,-19,0,0
2013,4,26,5,FL,13204,Orlando International,Orlando,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1730,-3,0,1900,-6,0,0
2013,9,25,3,MQ,13930,Chicago O'Hare International,Chicago,IL,14683,San Antonio International,San Antonio,TX,1105,-5,0,1335,-13,0,0
